id,Carats,Cert,Clarity,Color,Cut,Depth,Known_Conflict_Diamond,Measurements,Polish,Regions,Shape,Symmetry,Table,Vendor,Offers
9679,1.16,AGSL,VS1,H,Excellent,62.5,NA,6.72x6.75x4.21,Excellent,Botswana,Radiant,Excellent,57,2,NA
9680,1.16,AGSL,SI2,E,Excellent,NA,NA,6.8x6.84x4.15,Excellent,Australia,Radiant,Excellent,58,2,NA
9681,1.16,AGSL,IF,F,Excellent,61.6,FALSE,6.75x6.8x4.18,Excellent,Botswana,Princess,Excellent,NA,3,NA
9682,10.05,AGSL,VS2,K,Very good,63.6,FALSE,13.95x13.77x8.81,Excellent,Canada,Round,Very good,NA,2,NA
9683,1.72,NA,SI1,G,Excellent,62.4,NA,7.63x7.69x4.78,Excellent,DR Congo,Round,Excellent,57,3,NA
9684,1.72,AGSL,VS1,D,Excellent,NA,FALSE,7.61x7.64x4.78,Excellent,Botswana,Round,Excellent,NA,2,NA
9685,1.72,AGSL,VS2,G,Excellent,NA,NA,7.66x7.69x4.75,Excellent,Botswana,Round,Excellent,58,2,NA
9686,1.72,AGSL,VS2,E,Excellent,62.3,NA,7.63x7.65x4.76,Excellent,Other/Unknown,Round,Excellent,58,2,NA
9687,0.75,AGSL,VS1,N,Fair,66.4,FALSE,5.51x5.59x3.69,Good,Australia,Oval,Good,NA,1,NA
9688,1.71,AGSL,SI1,H,Excellent,62.6,NA,7.61x7.65x4.77,Excellent,Russia,Round,Excellent,58,2,NA
9689,1.55,AGSL,SI1,E,Excellent,NA,NA,7.39x7.41x4.59,Excellent,South Africa,Round,Excellent,NA,4,NA
9690,1.55,AGSL,SI1,J,Excellent,60,NA,7.5x7.54x4.51,Excellent,Angola,Emerald,Excellent,59,2,NA
9691,1.55,AGSL,SI1,G,Excellent,61.3,NA,7.41x7.45x4.55,Excellent,Russia,Round,Very good,59,2,NA
9692,1.71,AGSL,SI1,J,Very good,NA,NA,7.48x7.56x4.73,Excellent,Russia,Round,Very good,60,2,NA
9693,1.83,AGSL,SI1,H,Excellent,62,NA,7.83x7.86x4.86,Excellent,Russia,Round,Excellent,NA,3,NA
9694,1.83,AGSL,SI2,F,Very good,60.4,NA,7.87x7.93x4.77,Excellent,Russia,Oval,Very good,65,2,NA
9695,1.23,AGSL,VS1,H,Very good,61.5,NA,6.92x6.96x4.27,Very good,Angola,Round,Very good,59,4,NA
9696,1.23,GemEx,SI2,I,Very good,62.5,FALSE,6.81x6.84x4.27,Very good,Russia,Round,Very good,NA,2,NA
9697,1.27,AGSL,VS2,D,Very good,NA,NA,7.15x7.17x4.16,Excellent,Angola,Asscher,Excellent,NA,2,NA
9698,1.27,AGSL,SI1,I,Very good,62.7,NA,6.9x6.87x4.32,Excellent,DR Congo,Round,Excellent,57,2,NA
9699,1.71,GemEx,VS2,H,Excellent,60.9,NA,7.69x7.72x4.69,Excellent,Russia,Round,Excellent,NA,2,NA
9700,1.71,AGSL,SI1,H,Excellent,62.1,NA,7.64x7.66x4.75,Excellent,Russia,Round,Excellent,57,2,NA
9701,2.36,AGSL,I1,G,Good,NA,NA,8.34x8.56x5.26,Excellent,Zimbabwe,Pear,Good,NA,2,NA
9702,0.86,AGSL,VS1,G,Good,60.1,NA,6.16x6.23x3.72,Very good,Russia,Oval,Good,65,2,NA
9703,1.14,AGSL,SI1,E,Excellent,61.9,NA,6.68x6.73x4.15,Excellent,DR Congo,Round,Excellent,57,3,NA
9704,1.14,AGSL,SI1,J,Excellent,61.1,NA,6.74x6.76x4.12,Excellent,Botswana,Round,Excellent,58,4,NA
9705,1.14,AGSL,IF,G,Excellent,NA,FALSE,6.79x6.81x4.1,Excellent,Australia,Emerald,Excellent,NA,2,NA
9706,1.03,AGSL,VS1,E,Excellent,NA,NA,6.65x6.7x3.9,Excellent,South Africa,Princess,Excellent,NA,3,NA
9707,1.03,AGSL,VVS2,J,Very good,58.4,NA,6.62x6.66x3.88,Excellent,Russia,Round,Very good,59,2,NA
9708,1.03,AGSL,SI2,E,Excellent,NA,NA,6.46x6.49x4.01,Excellent,Russia,Round,Very good,NA,2,NA
9709,1.04,AGSL,SI1,E,Excellent,61.1,FALSE,6.55x6.58x4.02,Excellent,Russia,Round,Excellent,NA,4,NA
9710,1.04,AGSL,IF,D,Excellent,NA,NA,6.59x6.62x3.98,Excellent,Australia,Marquise,Excellent,58,4,NA
9711,1.04,NA,SI2,E,Excellent,61.6,NA,6.53x6.55x4.03,Excellent,Botswana,Princess,Excellent,58,2,NA
9712,1.04,AGSL,SI1,D,Excellent,61.9,NA,6.45x6.51x4.01,Excellent,Other/Unknown,Round,Excellent,58,3,NA
9713,1.04,AGSL,VS2,E,Excellent,61.4,NA,6.5x6.53x4,Excellent,Australia,Pear,Excellent,59,2,NA
9714,1.24,AGSL,SI2,D,Excellent,61.3,FALSE,6.9x6.95x4.25,Excellent,Botswana,Round,Excellent,56,4,NA
9715,1.24,AGSL,SI2,E,Excellent,59.9,NA,6.98x7x4.19,Excellent,Canada,Princess,Excellent,58,2,NA
9716,1.24,AGSL,IF,H,Excellent,61.7,NA,6.88x6.92x4.26,Excellent,Zimbabwe,Emerald,Excellent,58,2,NA
9717,1.24,GemEx,IF,D,Excellent,60,FALSE,7.02x7.07x4.23,Excellent,Russia,Marquise,Excellent,59,2,NA
9718,1.24,AGSL,VS2,K,Excellent,NA,FALSE,6.92x6.95x4.23,Excellent,Australia,Round,Excellent,59,4,NA
9719,1.24,GemEx,SI2,K,Excellent,61.6,NA,6.88x6.9x4.24,Excellent,DR Congo,Radiant,Excellent,59,2,NA
9720,1.03,AGSL,I1,F,Excellent,60.3,FALSE,6.53x6.57x3.95,Excellent,Botswana,Cushion,Excellent,NA,2,NA
9721,1.03,AGSL,SI2,J,Excellent,60.7,NA,6.52x6.56x3.97,Excellent,DR Congo,Round,Excellent,58,3,NA
9722,1.03,AGSL,SI2,E,Excellent,NA,NA,6.4x6.45x4.02,Excellent,DR Congo,Round,Excellent,NA,2,NA
9723,1.7,GemEx,SI1,G,Very good,63.5,FALSE,7.61x7.48x4.79,Very good,Russia,Marquise,Very good,NA,3,NA
9724,2.25,AGSL,VS1,G,Excellent,62.4,NA,8.33x8.39x5.22,Excellent,Russia,Radiant,Excellent,NA,2,NA
9725,1.03,AGSL,SI2,E,Excellent,NA,FALSE,6.42x6.45x4.02,Excellent,Russia,Asscher,Excellent,57,2,NA
9726,1.46,AGSL,VS1,E,Very good,57.7,NA,7.51x7.57x4.35,Very good,Angola,Princess,Good,NA,3,NA
9727,1.46,NA,VS1,F,Excellent,62.8,NA,7.18x7.23x4.52,Excellent,Canada,Round,Excellent,56,4,NA
9728,1.45,AGSL,SI2,J,Excellent,60.7,NA,7.34x7.37x4.46,Excellent,Russia,Round,Very good,55,3,NA
9729,1.84,AGSL,SI1,H,Excellent,62.3,NA,7.83x7.85x4.89,Excellent,Russia,Oval,Excellent,58,3,NA
9730,0.59,AGSL,VS1,K,Excellent,63.1,NA,5.37x5.36x3.38,Excellent,Botswana,Round,Excellent,53,1,NA
9731,1.01,AGSL,SI2,I,Very good,60.5,NA,6.45x6.51x3.92,Very good,South Africa,Round,Very good,NA,1,NA
9732,1.01,AGSL,SI2,J,Excellent,60.8,NA,6.41x6.47x3.92,Excellent,Botswana,Princess,Excellent,60,4,NA
9733,1.01,AGSL,SI1,J,Good,64.2,FALSE,6.2x6.35x4.03,Very good,Australia,Round,Good,NA,1,NA
9734,1.02,AGSL,SI1,F,Excellent,60.9,NA,6.49x6.52x3.96,Excellent,Russia,Cushion,Excellent,60,3,NA
9735,1.02,AGSL,VS1,J,Excellent,62,NA,6.41x6.45x3.98,Excellent,Botswana,Round,Excellent,NA,2,NA
9736,1.02,AGSL,SI1,F,Very good,63.1,FALSE,6.35x6.38x4.02,Excellent,Botswana,Round,Very good,NA,3,NA
9737,3.66,AGSL,I1,I,Excellent,62.6,NA,9.83x9.77x6.14,Very good,Other/Unknown,Oval,Excellent,56,2,NA
9738,1.23,GemEx,VVS2,G,Excellent,NA,FALSE,6.84x6.86x4.29,Excellent,Russia,Round,Excellent,54,2,NA
9739,1.7,AGSL,VVS2,I,Excellent,59.9,NA,7.73x7.78x4.65,Excellent,DR Congo,Emerald,Excellent,59,3,NA
9740,1.7,AGSL,VS1,F,Excellent,60.4,NA,7.66x7.71x4.64,Excellent,Angola,Emerald,Excellent,59,2,NA
9741,1.7,AGSL,SI1,I,Excellent,60.6,NA,7.72x7.77x4.69,Excellent,Angola,Round,Excellent,59,2,NA
9742,1.7,GemEx,SI1,I,Excellent,59.7,NA,7.71x7.75x4.62,Excellent,Angola,Round,Excellent,60,4,NA
9743,1.7,AGSL,SI1,H,Excellent,60.7,NA,7.67x7.69x4.67,Excellent,Angola,Round,Very good,60,2,NA
9744,1.18,AGSL,VS2,D,Excellent,61.2,FALSE,6.78x6.81x4.16,Excellent,Australia,Round,Excellent,58,2,NA
9745,1.53,AGSL,VS1,E,Excellent,NA,NA,7.32x7.39x4.63,Excellent,Canada,Oval ,Excellent,NA,2,NA
9746,1.53,GemEx,VS1,J,Excellent,NA,NA,7.43x7.49x4.55,Excellent,Botswana,Round,Excellent,NA,2,NA
9747,0.51,AGSL,SI2,I,Very good,60,FALSE,5.18x5.21x3.12,Excellent,South Africa,ROUND,Excellent,NA,1,NA
9748,0.51,AGSL,SI2,J,Excellent,62.3,NA,5.08x5.12x3.18,Excellent,Russia,Round,Excellent,57,1,NA
9749,0.91,AGSL,VS1,I,Very good,61.8,NA,6.16x6.21x3.82,Excellent,Russia,Round,Excellent,59,1,NA
9750,3.51,AGSL,VS1,K,Excellent,62,NA,9.76x9.7x6.03,Excellent,Russia,Emerald,Excellent,57,2,NA
9751,0.7,AGSL,SI2,G,Good,NA,NA,5.6x5.55x3.49,Good,Russia,Pear,Good,NA,1,NA
9752,0.7,AGSL,VS2,H,Excellent,NA,NA,5.71x5.68x3.54,Excellent,DR Congo,Round,Excellent,NA,1,NA
9753,0.7,GemEx,SI1,J,Excellent,62.6,NA,5.68x5.67x3.55,Excellent,Russia,Radiant,Excellent,57,1,NA
9754,0.7,AGSL,SI1,H,Very good,63.2,NA,5.62x5.63x3.55,Excellent,Russia,Round,Excellent,NA,1,NA
9755,1,AGSL,SI2,E,Very good,NA,NA,6.36x6.41x3.89,Very good,Russia,Princess,Good,63,2,NA
9756,1,AGSL,VS2,I,Very good,60.5,NA,6.41x6.43x3.88,Excellent,Zimbabwe,Oval,Good,62,1,NA
9757,1,AGSL,SI2,F,Very good,64.1,NA,6.28x6.28x4.02,Good,Australia,ROUND,Very good,NA,1,NA
9758,1,AGSL,SI2,H,Very good,NA,NA,6.35x6.37x4,Very good,Botswana,Oval,Very good,NA,1,NA
9759,0.7,AGSL,SI2,E,Good,60.2,NA,5.68x5.71x3.43,Excellent,Russia,Round,Very good,61,1,NA
9760,0.7,GemEx,VS2,G,Very good,60.2,NA,5.77x5.74x3.46,Excellent,Zimbabwe,Round,Excellent,61,1,NA
9761,0.7,AGSL,VS1,I,Very good,NA,NA,5.61x5.58x3.54,Excellent,Russia,Oval,Excellent,61,1,NA
9762,0.7,AGSL,VS2,F,Very good,63,NA,5.6x5.56x3.52,Very good,Russia,Round,Excellent,NA,2,NA
9763,1.52,AGSL,VS2,D,Excellent,59.7,NA,7.49x7.53x4.48,Excellent,South Africa,ROUND,Excellent,58,2,NA
9764,1.52,AGSL,SI1,F,Excellent,62.7,NA,7.27x7.38x4.59,Very good,South Africa,Radiant,Very good,58,4,NA
9765,1.52,AGSL,SI2,H,Excellent,61.6,NA,7.37x7.4x4.55,Excellent,Botswana,Round,Excellent,59,3,NA
9766,1.52,AGSL,SI1,F,Excellent,62.1,NA,7.32x7.37x4.56,Excellent,Botswana,Pear,Excellent,NA,3,NA
9767,1.52,AGSL,VS2,E,Excellent,60.2,NA,7.43x7.45x4.48,Excellent,Other/Unknown,Round,Excellent,60,2,NA
9768,5.03,AGSL,VVS1,H,Good,63,FALSE,10.76x10.92x6.83,Very good,Russia,Princess,Good,62,2,NA
9769,0.6,AGSL,VS1,K,Very good,NA,NA,5.39x5.37x3.35,Excellent,DR Congo,Radiant,Excellent,59,1,NA
9770,2.3,AGSL,SI1,I,Excellent,62.4,NA,8.41x8.45x5.26,Excellent,Botswana,Round,Excellent,57,2,NA
9771,1.5,NA,SI1,G,Very good,62.4,NA,7.24x7.3x4.54,Very good,Australia,Oval,Excellent,60,2,NA
9772,1.5,AGSL,SI1,F,Very good,NA,FALSE,7.32x7.35x4.45,Excellent,Australia,Round,Excellent,61,4,NA
9773,1.5,AGSL,VVS2,D,Very good,61.4,NA,7.33x7.42x4.53,Very good,Russia,Radiant,Very good,61,2,NA
9774,1.7,NA,VS2,J,Excellent,62.6,NA,7.62x7.63x4.78,Excellent,Angola,Round,Excellent,NA,3,NA
9775,1.51,AGSL,SI2,E,Excellent,61.9,NA,7.32x7.34x4.54,Excellent,Australia,Round,Very good,57,4,NA
9776,1.51,AGSL,SI2,F,Excellent,63.2,NA,7.28x7.31x4.61,Excellent,Russia,Cushion,Excellent,57,3,NA
9777,1.51,AGSL,VS2,J,Very good,58.2,NA,7.55x7.58x4.41,Excellent,Australia,Round,Very good,58,2,NA
9778,1.51,AGSL,SI1,G,Excellent,61,NA,7.4x7.43x4.52,Excellent,South Africa,Emerald,Excellent,58,4,NA
9779,0.74,GemEx,SI1,E,Very good,60.9,FALSE,5.85x5.87x3.57,Very good,DR Congo,Princess,Excellent,NA,3,NA
9780,1.51,AGSL,SI1,F,Very good,NA,NA,7.35x7.37x4.53,Excellent,Angola,Princess,Excellent,59,4,NA
9781,1.51,AGSL,SI2,J,Excellent,62.2,NA,7.28x7.33x4.54,Very good,Other/Unknown,Round,Excellent,NA,3,NA
9782,1.51,AGSL,SI2,D,Very good,59.2,NA,7.42x7.45x4.4,Very good,Angola,Radiant,Very good,60,2,NA
9783,1.51,AGSL,SI1,I,Excellent,59.2,NA,7.48x7.5x4.44,Excellent,Angola,Round,Excellent,60,3,NA
9784,1.4,AGSL,SI1,L,Excellent,59.8,NA,7.27x7.29x4.35,Excellent,Other/Unknown,Round,Excellent,60,4,NA
9785,1.4,NA,SI2,E,Excellent,60.4,NA,7.23x7.6x4.37,Excellent,Russia,Round,Excellent,NA,3,NA
9786,1.36,AGSL,SI1,E,Excellent,61.9,FALSE,7.07x7.1x4.39,Excellent,Zimbabwe,Marquise,Excellent,58,3,NA
9787,1.09,AGSL,SI1,I,Excellent,62.2,NA,6.6x6.57x4.1,Excellent,DR Congo,Round,Very good,NA,4,NA
9788,1.51,AGSL,SI1,G,Excellent,61.7,NA,7.33x7.38x4.54,Excellent,Canada,Oval,Excellent,58,4,NA
9789,1.51,AGSL,SI1,G,Excellent,61.7,FALSE,7.31x7.35x4.53,Excellent,South Africa,Round,Excellent,NA,3,NA
9790,1.51,AGSL,SI2,I,Excellent,62.1,NA,7.29x7.35x4.55,Excellent,Canada,Round,Excellent,58,2,NA
9791,1.51,AGSL,SI2,F,Excellent,62.5,NA,7.28x7.34x4.57,Excellent,Russia,ROUND,Excellent,58,2,NA
9792,1.51,NA,VVS2,D,Very good,64.4,NA,7.15x7.19x4.62,Excellent,Canada,Round,Excellent,58,2,NA
9793,1.51,AGSL,SI2,F,Excellent,NA,NA,7.44x7.46x4.51,Excellent,Australia,Round,Excellent,59,4,NA
9794,1.51,AGSL,VS1,J,Excellent,61,NA,7.38x7.44x4.52,Excellent,Australia,Princess,Excellent,59,2,NA
9795,1.51,AGSL,VS1,D,Very good,NA,NA,7.44x7.52x4.5,Excellent,Russia,Round,Very good,60,2,NA
9796,1.51,AGSL,SI1,E,Excellent,NA,NA,7.36x7.38x4.47,Excellent,Australia,Round,Excellent,NA,2,NA
9797,1.51,AGSL,SI2,F,Excellent,61,FALSE,7.36x7.44x4.51,Excellent,Russia,Oval,Very good,60,4,NA
9798,1.51,AGSL,SI1,D,Excellent,61.1,NA,7.35x7.39x4.51,Excellent,Australia,Round,Very good,NA,2,NA
9799,1.51,AGSL,VVS2,H,Excellent,61.5,NA,7.3x7.35x4.51,Excellent,DR Congo,Princess,Excellent,NA,2,NA
9800,1.51,AGSL,SI1,I,Excellent,NA,TRUE,7.45x7.48x4.45,Excellent,Angola,Princess,Excellent,NA,2,NA
9801,1.5,GemEx,VVS1,D,Very good,NA,FALSE,7.26x7.36x4.57,Very good,Canada,Marquise,Very good,NA,2,NA
9802,1.5,AGSL,VVS2,K,Very good,62.6,NA,7.3x7.33x4.58,Excellent,Russia,Round,Very good,NA,2,NA
9803,1.5,GemEx,VS2,D,Excellent,NA,NA,7.34x7.39x4.5,Excellent,Canada,Round,Excellent,59,2,NA
9804,1.42,AGSL,SI2,G,Excellent,NA,NA,7.16x7.2x4.46,Excellent,Other/Unknown,Round,Excellent,NA,3,NA
9805,1.42,AGSL,SI2,D,Excellent,62.1,NA,7.18x7.19x4.47,Excellent,Russia,Round,Excellent,58,2,NA
9806,1.42,GemEx,SI1,I,Excellent,NA,NA,7.18x7.2x4.47,Excellent,Botswana,Round,Excellent,58,3,NA
9807,1.42,AGSL,VVS2,D,Excellent,NA,NA,7.18x7.21x4.47,Excellent,Botswana,Emerald,Excellent,59,2,NA
9808,1.41,AGSL,SI1,F,Excellent,NA,NA,7.17x7.19x4.47,Excellent,Zimbabwe,Round,Excellent,NA,2,NA
9809,1.41,AGSL,SI1,F,Excellent,62.8,NA,7.1x7.16x4.48,Excellent,DR Congo,Cushion,Excellent,57,2,NA
9810,1.41,NA,SI2,F,Excellent,62,NA,7.15x7.19x4.44,Excellent,Russia,Radiant,Excellent,NA,3,NA
9811,1.4,AGSL,VS1,G,Excellent,NA,NA,7.23x7.25x4.38,Excellent,Other/Unknown,Marquise,Excellent,NA,4,NA
9812,1.4,AGSL,SI1,K,Excellent,60.9,NA,7.19x7.24x4.39,Excellent,Russia,Pear,Excellent,58,2,NA
9813,1.4,AGSL,VS2,I,Excellent,61.2,NA,7.15x7.2x4.39,Very good,Russia,Princess,Excellent,NA,2,NA
9814,1.4,AGSL,SI1,F,Excellent,NA,FALSE,7.16x7.19x4.41,Excellent,Botswana,Round,Excellent,NA,3,NA
9815,1.4,AGSL,VS1,L,Excellent,61.8,FALSE,7.17x7.17x4.43,Excellent,South Africa,Radiant,Excellent,NA,3,NA
9816,1.3,AGSL,SI2,K,Excellent,62.4,NA,6.93x6.98x4.34,Excellent,Australia,Round,Excellent,57,2,NA
9817,1.3,NA,VS1,E,Excellent,NA,NA,7.04x7.08x4.3,Excellent,Russia,Oval ,Excellent,NA,2,NA
9818,1.3,AGSL,VS1,G,Excellent,61.5,NA,6.99x7.02x4.31,Excellent,South Africa,Princess,Excellent,58,4,NA
9819,1.3,AGSL,VS2,G,Excellent,NA,NA,6.99x7.01x4.32,Excellent,Botswana,Radiant,Excellent,58,4,NA
9820,1.3,NA,VS1,H,Excellent,61.7,NA,6.98x7.02x4.32,Excellent,Russia,Round,Excellent,58,4,NA
9821,1.3,AGSL,SI1,F,Excellent,61.8,NA,6.96x7.01x4.32,Excellent,DR Congo,Emerald,Excellent,58,2,NA
9822,1.3,AGSL,VS1,E,Excellent,NA,NA,6.93x6.98x4.32,Excellent,Russia,Round,Excellent,58,2,NA
9823,1.11,AGSL,VS1,I,Excellent,60,NA,6.72x6.74x4.04,Excellent,Botswana,Round,Excellent,NA,2,NA
9824,1.11,AGSL,I1,G,Very good,59.6,NA,6.69x6.73x4,Excellent,Australia,Radiant,Very good,63,1,NA
9825,1.09,AGSL,I1,F,Good,62.1,NA,6.52x6.6x4.07,Very good,Canada,Round,Very good,62,1,NA
9826,1.5,AGSL,VVS1,I,Very good,60.3,FALSE,7.4x7.43x4.47,Excellent,Russia,Radiant,Excellent,58,3,NA
9827,1.5,GemEx,SI1,J,Excellent,62.3,NA,7.26x7.32x4.54,Excellent,DR Congo,Princess,Excellent,NA,2,NA
9828,1.5,AGSL,SI1,E,Excellent,62.4,NA,7.33x7.36x4.59,Excellent,Angola,Oval,Excellent,NA,3,NA
9829,1,AGSL,I1,F,Very good,62.7,NA,6.32x6.34x3.97,Very good,Russia,Round,Very good,60,3,NA
9830,1,AGSL,I1,G,Very good,58.1,NA,6.56x6.59x3.82,Excellent,Botswana,Princess,Very good,61,3,NA
9831,1,AGSL,I1,G,Good,59.7,NA,6.43x6.48x3.86,Very good,Russia,Round,Good,61,1,NA
9832,1,AGSL,SI1,F,Very good,NA,NA,6.39x6.52x3.9,Very good,Botswana,Oval,Good,61,3,NA
9833,1,NA,I1,H,Good,62.7,NA,6.24x6.3x3.93,Good,Angola,Uncut,Good,NA,1,NA
9834,1.3,AGSL,VS2,G,Excellent,60.7,NA,7.02x7.04x4.27,Excellent,Russia,Round,Excellent,NA,2,NA
9835,1.3,AGSL,SI2,G,Excellent,60.8,NA,7.03x7.04x4.28,Excellent,Australia,Oval,Excellent,NA,2,NA
9836,1.3,AGSL,VS1,F,Excellent,61.7,NA,6.98x7.02x4.32,Excellent,Canada,Round,Excellent,59,4,NA
9837,1.03,AGSL,VS2,D,Very good,58.3,NA,6.68x6.69x3.9,Excellent,DR Congo,Round,Excellent,60,3,NA
9838,1.03,AGSL,VS2,D,Excellent,60,NA,6.59x6.61x3.96,Excellent,Australia,Round,Excellent,NA,4,NA
9839,1.03,AGSL,I1,H,Excellent,59.8,NA,6.55x6.6x3.93,Excellent,Australia,Round,Excellent,NA,1,NA
9840,0.96,AGSL,SI2,K,Excellent,61.7,NA,6.28x6.33x3.89,Very good,Angola,Round,Very good,60,1,NA
9841,0.96,AGSL,SI2,E,Very good,59.8,FALSE,6.35x6.39x3.81,Very good,Russia,Round,Very good,62,3,NA
9842,1.3,NA,VS2,G,Excellent,62.4,NA,6.97x7x4.36,Excellent,DR Congo,Princess,Excellent,56,3,NA
9843,1.3,AGSL,SI1,I,Excellent,62.5,FALSE,6.94x6.98x4.35,Excellent,DR Congo,Cushion,Excellent,NA,2,NA
9844,1.05,AGSL,SI2,G,Excellent,62,FALSE,6.5x6.5x4.03,Excellent,Other/Unknown,Round,Excellent,58,4,NA
9845,1.3,GemEx,VS1,E,Excellent,62.2,FALSE,6.93x6.97x4.32,Excellent,Angola,Round,Excellent,NA,4,NA
9846,1.3,AGSL,VS2,M,Good,57.6,NA,7.17x7.19x4.14,Good,Botswana,Round,Good,60,2,NA
9847,1.3,AGSL,VS1,I,Excellent,60,NA,7.05x7.09x4.24,Excellent,Russia,Marquise,Excellent,60,2,NA
9848,1.3,AGSL,SI1,I,Excellent,60.3,NA,7.03x7.07x4.26,Excellent,Botswana,Round,Excellent,NA,2,NA
9849,1.3,AGSL,VS1,F,Excellent,60.4,FALSE,7.03x7.07x4.26,Excellent,Russia,Round,Excellent,60,2,NA
9850,1.3,AGSL,VS2,F,Very good,NA,NA,7.01x7.03x4.27,Excellent,Russia,Radiant,Excellent,60,2,NA
9851,1.3,AGSL,SI2,H,Excellent,61.2,NA,7.01x7.05x4.3,Excellent,Canada,Round,Excellent,60,4,NA
9852,1.05,AGSL,I2,H,Very good,60.3,NA,6.52x6.62x3.96,Very good,Australia,Round,Good,59,1,NA
9853,1.05,AGSL,SI2,F,Excellent,61.4,NA,6.52x6.55x4.01,Excellent,Botswana,Round,Excellent,59,2,NA
9854,0.57,AGSL,VS2,D,Good,62.3,NA,5.29x5.36x3.32,Very good,Other/Unknown,Oval,Good,63,1,NA
9855,0.64,GemEx,I3,H,Very good,NA,NA,5.52x5.62x3.33,Very good,Angola,Radiant,Good,NA,1,NA
9856,0.4,AGSL,SI1,D,Very good,61.3,NA,4.71x4.74x2.9,Very good,DR Congo,Round,Good,63,1,NA
9857,0.93,AGSL,VS1,L,Excellent,62.5,NA,6.21x6.25x3.89,Excellent,Zimbabwe,Marquise,Excellent,58,1,NA
9858,1.3,AGSL,SI1,I,Excellent,62,NA,6.99x7x4.34,Excellent,DR Congo,Emerald,Excellent,58,2,NA
9859,1.3,AGSL,VVS2,I,Excellent,62.3,NA,6.95x6.98x4.34,Excellent,Russia,Princess,Excellent,NA,2,NA
9860,1.3,AGSL,VS2,E,Excellent,62.4,FALSE,6.93x6.97x4.33,Excellent,Other/Unknown,Round,Excellent,NA,2,NA
9861,1.3,AGSL,VS1,D,Excellent,58.9,NA,7.16x7.18x4.23,Excellent,Russia,ROUND,Excellent,59,3,NA
9862,1.3,NA,VS1,J,Excellent,NA,NA,7.04x7.1x4.24,Excellent,Canada,Princess,Excellent,NA,3,NA
9863,1.3,AGSL,VS2,H,Excellent,60.1,NA,7.06x7.08x4.25,Excellent,DR Congo,Oval,Excellent,59,2,NA
9864,1.5,AGSL,SI1,F,Very good,NA,NA,7.27x7.29x4.58,Excellent,DR Congo,Round,Excellent,59,3,NA
9865,1.5,AGSL,SI2,G,Very good,63.9,TRUE,7.19x7.23x4.61,Very good,DR Congo,Marquise,Very good,59,3,NA
9866,1.5,AGSL,VS2,D,Excellent,NA,FALSE,7.29x7.35x4.53,Excellent,Botswana,Oval,Excellent,NA,4,NA
9867,1.5,AGSL,VS2,G,Very good,NA,NA,7.28x7.39x4.54,Very good,South Africa,Princess,Very good,60,2,NA
9868,0.8,AGSL,I2,E,Very good,62.8,NA,5.87x5.91x3.7,Very good,Russia,Princess,Good,60,1,NA
9869,0.8,AGSL,VS2,E,Very good,61.6,NA,5.91x5.98x3.66,Very good,Russia,Round,Very good,63,1,NA
9870,0.53,NA,I1,H,Very good,59.5,NA,5.17x5.28x3.11,Very good,Russia,Round,Good,65,1,NA
9871,1.1,GemEx,VS2,J,Excellent,NA,NA,6.69x6.64x4.07,Excellent,South Africa,Round,Excellent,NA,3,NA
9872,1.04,AGSL,VS2,J,Excellent,61,NA,6.48x6.5x3.96,Very good,Botswana,Round,Very good,60,2,NA
9873,1.04,AGSL,VS1,D,Excellent,60.5,NA,6.54x6.57x3.97,Excellent,Russia,Round,Excellent,62,4,NA
9874,0.52,NA,VVS2,D,Excellent,61.1,NA,5.18x5.21x3.17,Excellent,South Africa,Round,Excellent,59,1,NA
9875,1.23,AGSL,VVS2,D,Excellent,61.4,FALSE,6.88x6.93x4.24,Excellent,Russia,Round,Excellent,56,2,NA
9876,1.23,AGSL,SI1,D,Excellent,NA,NA,6.86x6.89x4.3,Excellent,DR Congo,Princess,Excellent,NA,2,NA
9877,1.23,GemEx,SI2,E,Excellent,62,NA,6.83x6.85x4.24,Excellent,Canada,Round,Excellent,58,2,NA
9878,1.23,AGSL,VS2,L,Excellent,NA,NA,6.82x6.84x4.25,Very good,DR Congo,Pear,Excellent,58,3,NA
9879,1.23,AGSL,VVS1,E,Excellent,62.3,FALSE,6.82x6.87x4.27,Excellent,Botswana,Emerald,Excellent,58,2,NA
9880,1.23,AGSL,SI2,H,Excellent,60.9,NA,6.85x6.9x4.19,Excellent,Zimbabwe,Round,Excellent,NA,2,NA
9881,1.23,AGSL,VS1,I,Excellent,59,NA,7.03x7.08x4.16,Very good,South Africa,Oval,Very good,60,3,NA
9882,0.73,AGSL,SI1,E,Excellent,62,NA,5.76x5.77x3.57,Excellent,Russia,Oval,Excellent,59,1,NA
9883,0.73,AGSL,VS1,D,Excellent,62.5,NA,5.69x5.81x3.59,Excellent,Australia,Round,Very good,59,3,NA
9884,0.73,AGSL,SI1,F,Excellent,59.6,NA,5.84x5.85x3.48,Excellent,Botswana,Emerald,Excellent,62,2,NA
9885,0.43,AGSL,VS1,J,Excellent,61.2,NA,4.89x4.92x3,Excellent,Angola,Cushion,Excellent,56,1,NA
9886,0.43,AGSL,VS1,K,Very good,61.2,NA,4.87x4.92x3,Very good,South Africa,Round,Good,58,1,NA
9887,1.22,AGSL,VS2,D,Excellent,61.1,NA,6.9x6.93x4.23,Excellent,Australia,Round,Excellent,56,2,NA
